year,month,day,hour,doy,index,tto,tts,psi,LST_Day_1km,Emis_31,Emis_32
2020,6,19,11,171,4091.0,23.0,22.87088704803687,51.88867055656931,24.590000000000032,0.982,0.984
2020,6,22,11,174,4163.0,56.0,22.879687885964596,51.90335035509736,22.77000000000004,0.98,0.984
2020,6,23,10,175,4186.0,20.0,31.43459712691911,27.879478250660213,18.49000000000001,0.982,0.984
2020,6,26,11,178,4259.0,31.0,22.973105395023527,52.05845231860445,22.79000000000002,0.982,0.984
2020,7,6,10,188,4498.0,56.0,32.00539598794133,29.086939270649566,23.510000000000048,0.98,0.984
2020,7,12,11,194,4643.0,31.0,24.27730746410845,54.096400172324735,24.190000000000055,0.982,0.984
2020,7,13,10,195,4666.0,51.0,32.6386458645619,30.364630697316144,18.930000000000007,0.98,0.984
2020,7,30,11,212,5075.0,12.0,27.480269349144326,58.29114218641743,25.650000000000034,0.982,0.984
2020,7,31,10,213,5098.0,60.0,35.318573667025056,35.175658639422664,24.890000000000043,0.98,0.984
2020,8,3,10,216,5170.0,29.0,35.90974566502301,36.128438268040554,25.53000000000003,0.982,0.984
2020,8,5,10,218,5218.0,45.0,36.325953380595855,36.77920396302957,24.510000000000048,0.98,0.984
2020,8,6,11,219,5243.0,23.0,29.18805506874331,60.172200312165046,17.49000000000001,0.98,0.984
2020,8,7,12,220,5268.0,63.0,26.663757166270944,90.84690885252377,17.29000000000002,0.98,0.982
2020,8,9,11,222,5315.0,56.0,29.992092994313218,60.99054875632109,23.170000000000016,0.98,0.984
2020,8,11,11,224,5363.0,46.0,30.55082084504509,61.53667465906787,25.150000000000034,0.98,0.984
2020,8,12,10,225,5386.0,38.0,37.917093561498355,39.12907110656536,23.710000000000036,0.98,0.984
2020,8,18,11,231,5531.0,51.0,32.639731701324045,63.43345890118627,21.430000000000007,0.98,0.984
2020,8,19,10,232,5554.0,30.0,39.70462082692254,41.54158105664777,19.03000000000003,0.982,0.984
2020,8,20,11,233,5579.0,39.0,33.27191988379777,63.96715524207093,19.390000000000043,0.982,0.984
2020,8,24,11,237,5675.0,2.0,34.5787743381662,65.01827106775136,27.29000000000002,0.982,0.984
2020,8,30,10,243,5818.0,51.0,42.85815196602826,45.32499716498364,20.390000000000043,0.98,0.984
2020,9,3,11,247,5915.0,51.0,38.057035892486,67.52349291597872,23.07000000000005,0.98,0.984
2020,9,7,11,251,6011.0,23.0,39.51526633863236,68.46738954311886,21.99000000000001,0.982,0.984
2020,9,8,10,252,6034.0,56.0,45.6868556262585,48.31086382961851,14.850000000000023,0.98,0.984
2020,9,11,10,255,6106.0,20.0,46.66676012413618,49.270840158522304,18.57000000000005,0.98,0.984
2020,9,12,11,256,6131.0,46.0,41.37616219814219,69.59525297083465,16.750000000000057,0.98,0.984
2020,9,15,10,259,6202.0,51.0,47.99455673754675,50.5178583912444,14.850000000000023,0.98,0.984
2020,9,24,10,268,6418.0,56.0,51.03769451911994,53.16863995895662,16.610000000000014,0.98,0.984
2020,9,26,11,270,6467.0,56.0,46.694287927863016,72.42624161620608,17.690000000000055,0.98,0.984
2020,10,3,11,277,6635.0,60.0,49.33782142376747,73.65545500293032,13.350000000000023,0.98,0.984
2020,10,10,10,284,6802.0,56.0,56.42387771322931,57.2782013094463,16.850000000000023,0.98,0.984
2020,10,22,10,296,7090.0,29.0,60.211978177624566,59.81085546477482,18.590000000000032,0.982,0.984
2020,11,2,10,307,7354.0,51.0,63.31829605198071,61.706885691702695,-0.5499999999999545,0.98,0.984
2020,11,18,10,323,7738.0,51.0,66.94408524700661,63.74283021019639,-3.1299999999999955,0.98,0.984
2020,11,20,11,325,7787.0,60.0,63.77744772350914,78.88546125549152,7.650000000000034,0.98,0.984
2020,11,21,10,326,7810.0,9.0,67.48299629968506,64.03069182885963,7.550000000000011,0.982,0.984
2020,11,24,11,329,7883.0,39.0,64.4929919710156,79.09246135717731,2.8100000000000023,0.982,0.984
2020,12,7,10,342,8194.0,9.0,69.4958338052198,65.07475374493583,-4.449999999999989,0.992,0.99
2020,12,10,11,345,8267.0,39.0,66.352592740031,79.6113031907193,1.7900000000000205,0.982,0.984
2020,12,18,10,353,8458.0,38.0,69.9794855329717,65.31859426389173,-8.509999999999991,0.994,0.99
2020,12,19,11,354,8483.0,31.0,66.65651644711116,79.6935446638314,-6.189999999999998,0.982,0.984
2020,12,29,11,364,8723.0,63.0,66.35224182479728,79.61120782560059,-3.2299999999999613,0.98,0.982
2021,1,8,10,8,178.0,9.0,68.9166647793353,64.7792388737623,-2.1899999999999977,0.982,0.984
2021,1,9,11,9,203.0,51.0,65.38200298377015,79.34389522411638,-3.1899999999999977,0.98,0.984
2021,1,10,10,10,226.0,29.0,68.6758354435442,64.65521059073438,-1.1899999999999977,0.982,0.984
2021,1,13,11,13,299.0,23.0,64.81360443590654,79.18386547964661,-2.2099999999999795,0.982,0.984
2021,1,19,10,19,442.0,38.0,67.30775248257683,63.93748157833724,-0.1099999999999568,0.982,0.984
2021,1,24,10,24,562.0,9.0,66.35675558532708,63.424933561399286,-6.309999999999945,0.982,0.984
2021,1,29,11,29,683.0,23.0,61.5860924101487,78.22488686297666,-15.049999999999955,0.992,0.99
2021,1,31,11,31,731.0,2.0,61.08364403804226,78.06757160896083,-12.509999999999991,0.994,0.99
2021,2,8,11,39,923.0,60.0,58.880164991331355,77.3505451143082,-6.569999999999993,0.98,0.984
2021,2,17,11,48,1139.0,56.0,56.074179965924685,76.36953652607644,-4.789999999999964,0.98,0.984
2021,2,26,11,57,1355.0,51.0,52.991020075369526,75.19514483377017,1.0300000000000296,0.98,0.984
2021,3,3,11,62,1475.0,63.0,51.18703486175709,74.45631756218523,2.5300000000000296,0.98,0.982
2021,3,7,11,66,1571.0,46.0,49.70911542966546,73.81996682727757,-2.4899999999999523,0.98,0.984
2021,3,9,11,68,1619.0,32.0,48.96111641956182,73.48657325700344,5.410000000000025,0.992,0.99
2021,4,23,10,113,2698.0,20.0,39.43652576464763,41.19348567963013,12.410000000000025,0.982,0.984
2021,5,6,10,126,3010.0,56.0,36.3247892931138,36.7774060056892,12.630000000000052,0.98,0.984
2021,5,13,10,133,3178.0,51.0,34.94590989396903,34.556892042250254,15.950000000000045,0.98,0.984
2021,5,14,11,134,3203.0,13.0,27.03656676634575,57.76669635101996,24.390000000000043,0.982,0.984
2021,5,17,11,137,3275.0,51.0,26.412262541434767,57.00082814360272,19.750000000000057,0.98,0.984
2021,5,19,11,139,3323.0,39.0,26.022825926170153,56.50545941205277,17.690000000000055,0.982,0.984
2021,5,21,11,141,3371.0,23.0,25.655162091934073,56.02457823306716,24.170000000000016,0.982,0.984
2021,5,23,11,143,3419.0,2.0,25.309541206050042,55.560231985823094,25.950000000000045,0.98,0.984
2021,6,8,11,159,3803.0,2.0,23.360560878268775,52.68809354716018,29.310000000000002,0.982,0.984
2021,6,9,11,160,3827.0,56.0,23.28772325494678,52.57137059904929,23.55000000000001,0.98,0.984
2021,6,13,11,164,3923.0,32.0,23.054549280398696,52.192613465751606,21.33000000000004,0.982,0.984
2021,6,15,11,166,3971.0,13.0,22.97291360025082,52.058135217799475,21.230000000000018,0.982,0.984
2021,6,17,10,168,4018.0,9.0,31.450643890828125,27.91419328579738,21.650000000000034,0.982,0.984
2021,6,19,10,170,4066.0,29.0,31.423010308504185,27.854383118581566,21.450000000000045,0.982,0.984
2021,6,21,10,172,4114.0,45.0,31.413817495922515,27.83445591214307,22.890000000000043,0.98,0.984
2021,6,23,10,174,4162.0,56.0,31.42306081868393,27.85449256739571,13.210000000000036,0.98,0.984
2021,6,27,11,178,4259.0,46.0,22.973105395023527,52.05845231860445,21.510000000000048,0.98,0.984
2021,7,16,10,197,4714.0,51.0,32.86175523162061,30.80040934458451,24.130000000000052,0.98,0.984
2021,7,26,11,207,4955.0,2.0,26.413359086046395,57.002203322169265,25.170000000000016,0.98,0.984
2021,8,13,10,225,5386.0,20.0,37.917093561498355,39.12907110656536,29.310000000000002,0.982,0.984
2021,8,24,10,236,5650.0,45.0,40.806362635933255,42.92582125915172,22.77000000000004,0.98,0.984
2021,8,28,11,240,5747.0,56.0,35.59306316019984,65.78980050812436,17.57000000000005,0.98,0.984
2021,9,3,11,246,5891.0,13.0,37.69764518420648,67.2819963897521,16.910000000000025,0.98,0.984
2021,9,4,11,247,5915.0,60.0,38.057035892486,67.52349291597872,17.230000000000018,0.98,0.984
2021,9,6,11,249,5963.0,51.0,38.78223879482186,67.99992890739608,18.910000000000025,0.98,0.984
2021,9,18,10,261,6250.0,51.0,48.66567149382261,51.126165721305824,20.730000000000018,0.98,0.984
2021,9,20,11,263,6299.0,60.0,44.02687619347614,71.07224741476134,18.350000000000023,0.98,0.984
2021,9,26,11,269,6443.0,23.0,46.31374361351561,72.24043738150132,14.430000000000007,0.982,0.984
2021,9,29,11,272,6515.0,56.0,47.45379522575796,72.79019900733883,10.410000000000025,0.98,0.984
2021,10,7,10,280,6706.0,9.0,55.09904529952482,56.32757798291729,19.930000000000007,0.982,0.984
2021,10,8,11,281,6731.0,51.0,50.822120516309695,74.30188039463408,18.670000000000016,0.98,0.984
2021,10,14,11,287,6875.0,2.0,52.992965823748904,75.19592026099767,19.950000000000045,0.982,0.984
2021,10,18,10,291,6970.0,38.0,58.67456119535015,58.81424822742122,11.170000000000016,0.982,0.984
2021,10,28,11,301,7211.0,23.0,57.67374256948749,76.93844889266245,7.150000000000034,0.982,0.984
2021,10,29,11,302,7235.0,63.0,57.98189216420273,77.04506706277212,7.9500000000000455,0.98,0.982
2021,11,3,10,307,7354.0,38.0,63.31829605198071,61.706885691702695,5.170000000000016,0.982,0.984
2021,11,10,10,314,7522.0,29.0,65.0509637956775,62.70206376510015,11.210000000000036,0.982,0.984
2021,11,27,11,331,7931.0,39.0,64.81445146722409,79.18410586937705,-2.6899999999999977,0.98,0.984
2021,12,7,10,341,8170.0,51.0,69.41458867428618,65.0335321467208,0.9900000000000091,0.98,0.984
