0.051210442	1.94E-06
0.051149547	1.80E-06
0.051076303	1.70E-06
0.05100412	1.63E-06
0.050933572	1.59E-06
0.050865515	1.62E-06
0.050785466	1.69E-06
0.05071946	1.76E-06
0.050653476	1.84E-06
0.050574031	1.93E-06
0.050507479	1.99E-06
0.050425777	2.02E-06
0.050358634	2.07E-06
0.05029267	2.15E-06
0.050213408	2.24E-06
0.05014858	2.35E-06
0.050083808	2.46E-06
0.050018623	2.57E-06
0.049967262	2.67E-06
0.049901511	2.76E-06
0.049847878	2.80E-06
0.049792379	2.79E-06
0.049736659	2.78E-06
0.049694601	2.76E-06
0.049654655	2.80E-06
0.049600938	2.84E-06
0.049559827	2.84E-06
0.049530585	2.79E-06
0.049489008	2.79E-06
0.049447757	2.79E-06
0.049417625	2.71E-06
0.049373025	2.62E-06
0.049342717	2.54E-06
0.049299927	2.50E-06
0.04927171	2.48E-06
0.049243767	2.47E-06
0.049202068	2.46E-06
0.049175228	2.48E-06
0.049148227	2.49E-06
0.049108545	2.54E-06
0.049083831	2.61E-06
0.049062897	2.80E-06
0.049030354	3.05E-06
0.049011132	3.30E-06
0.048980801	3.63E-06
0.048966884	4.06E-06
0.048953897	4.52E-06
0.048928408	5.05E-06
0.048922251	5.78E-06
0.048920969	6.71E-06
0.048911705	7.89E-06
0.048921732	9.34E-06
0.048938466	1.11E-05
0.048958254	1.31E-05
0.0489805	1.53E-05
0.049004538	1.77E-05
0.049044443	2.03E-05
0.049074533	2.31E-05
0.049103873	2.60E-05
0.049145019	2.89E-05
0.049170911	3.18E-05
0.049197117	3.48E-05
0.049230693	3.74E-05
0.049248813	4.01E-05
0.049284193	4.30E-05
0.049308804	4.61E-05
0.049343357	4.90E-05
0.049376643	5.19E-05
0.049392491	5.47E-05
0.049421326	5.74E-05
0.049448425	6.00E-05
0.049454225	6.22E-05
0.049471499	6.43E-05
0.049487387	6.62E-05
0.049487787	6.81E-05
0.049499283	6.98E-05
0.049510588	7.16E-05
0.049531423	7.39E-05
0.049538038	7.63E-05
0.049558287	7.87E-05
0.049583189	8.14E-05
0.049608905	8.52E-05
0.049659327	8.98E-05
0.049718837	9.52E-05
0.049781153	0.000101856
0.049873446	0.000109864
0.049985996	0.000119604
0.050105552	0.000131252
0.050265526	0.000145324
0.050442116	0.000162376
0.050657967	0.000182088
0.050886944	0.000204861
0.051162899	0.000231347
0.05146715	0.00026278
0.051817455	0.000298378
0.052199106	0.000339891
0.052643133	0.000387883
0.053131912	0.000444126
0.053676881	0.000508822
0.054293865	0.000582588
0.054974807	0.000668778
0.055718189	0.000766145
0.056540321	0.00087753
0.057448516	0.001004861
0.058457293	0.001148913
0.059547323	0.001312692
0.060739623	0.001498207
0.06207624	0.00171355
0.063557947	0.001963948
0.065120907	0.002234902
0.066826291	0.002541183
0.068639965	0.002878699
0.070589952	0.003254436
0.072780818	0.003695398
0.075146476	0.004184744
0.077554761	0.004705515
0.080113434	0.00527314
0.082816049	0.005898117
0.085653425	0.00657097
0.088609296	0.007300607
0.091674751	0.008081762
0.094726132	0.00887765
0.097844103	0.009721451
0.100905857	0.010574182
0.103985158	0.011447449
0.106937247	0.012313909
0.109810486	0.013177771
0.11253685	0.014016671
0.115201129	0.014853749
0.117613895	0.015628455
0.119964939	0.016396934
0.122075303	0.017100444
0.124188651	0.017815149
0.12599832	0.018449715
0.12776736	0.019068389
0.129297038	0.01961346
0.130788521	0.02015105
0.131983235	0.020602851
0.133194558	0.021053211
0.134192146	0.021432741
0.135235767	0.021842308
0.136020501	0.022152209
0.136672115	0.022428252
0.137515523	0.022762361
0.13822193	0.023061172
0.139033242	0.023387482
0.139711166	0.023679411
0.14052058	0.024008534
0.141182384	0.024297831
0.141813007	0.024564931
0.142457294	0.024850649
0.142895099	0.0250616
0.143207588	0.025214507
0.143564865	0.02539706
0.143660282	0.02548291
0.143414292	0.025441981
0.14272386	0.025236007
0.142014493	0.025010811
0.141096374	0.024721461
0.140066616	0.024391806
0.13908831	0.024082009
0.138154997	0.023789521
0.137032217	0.023428927
0.135880499	0.023059179
0.134623009	0.022652768
0.133231141	0.022200053
0.131754875	0.021708188
0.130082192	0.021161369
0.128415834	0.02062052
0.126665284	0.02005419
0.124884016	0.019481562
0.123085666	0.018907618
0.121300165	0.018342697
0.11955571	0.017796196
0.117882792	0.017267967
0.116270884	0.016774101
0.114744337	0.01631194
0.113293831	0.01587783
0.111948457	0.015471272
0.110662073	0.015095608
0.10944849	0.014745384
0.108280363	0.014411539
0.107182087	0.014092644
0.1061462	0.013803761
0.105170375	0.013526295
0.104232194	0.013270373
0.103370723	0.013039108
0.102569729	0.012818866
0.101831141	0.012618507
0.101128644	0.012438022
0.10051188	0.012275809
0.099941252	0.012127951
0.099422699	0.011996106
0.09889491	0.011869764
0.098473477	0.011767481
0.098092308	0.011677364
0.097731501	0.011593416
0.09737547	0.011503107
0.097023261	0.0114219
0.096660552	0.011337651
0.096224764	0.011231844
0.095787267	0.0111257
0.095320579	0.011003452
0.09480291	0.010874161
0.094171413	0.010711859
0.093532716	0.010540502
0.092818778	0.010355438
0.092002261	0.010134226
0.091166081	0.009915862
0.090285596	0.009678906
0.08937883	0.009443071
0.08843927	0.009192548
0.087503587	0.00895172
0.086553194	0.008701709
0.085572839	0.008445383
0.084655842	0.008214814
0.083747176	0.007981688
0.08290382	0.007767815
0.082113659	0.007569599
0.081379502	0.007387495
0.080758624	0.007236246
0.08015399	0.007096005
0.079674824	0.006983058
0.079234475	0.006880591
0.078894906	0.006798638
0.078583911	0.006730109
0.078323557	0.006674733
0.078155339	0.00664309
0.077998372	0.006608577
0.077875893	0.006588695
0.077706288	0.006556737
0.077549448	0.006522326
0.077304824	0.006465535
0.076954586	0.006387651
0.076545779	0.00628949
0.075987225	0.006153977
0.075335488	0.005995946
0.074493943	0.005797361
0.073569838	0.005575008
0.072548936	0.005331634
0.071452198	0.005068172
0.070273654	0.004794222
0.069081183	0.004521314
0.067844143	0.004242759
0.066622981	0.003972689
0.065418419	0.003711199
0.064303369	0.003469725
0.063240764	0.003247907
0.06225801	0.003046648
0.061433634	0.002877375
0.060668416	0.002726369
0.060023428	0.002597763
0.05941753	0.002482062
0.058865358	0.002374694
0.058277977	0.002265319
0.057657152	0.002147715
0.056976106	0.002023933
0.05622209	0.001885733
0.055391079	0.001739589
0.054485951	0.001580891
0.053540346	0.001422382
0.052544931	0.001257677
0.05157103	0.001104494
0.050626689	0.000958841
0.049742797	0.000827679
0.048910878	0.000711237
0.048163202	0.000608868
0.047530395	0.000527566
0.046986683	0.000458643
0.046536836	0.00040537
0.046155307	0.000360122
0.045851821	0.000326808
0.045614742	0.000300123
0.045421945	0.000280438
0.045274413	0.000264429
0.045173501	0.000255145
0.045106663	0.000248039
0.045103031	0.000249166
0.045133514	0.000253925
0.045301357	0.000271985
0.045529527	0.000298648
0.046017591	0.000354233
0.046633389	0.000429576
0.047608966	0.000555292
0.048871063	0.000727121
0.050650411	0.000991265
0.052874596	0.001349553
0.055715631	0.001843764
0.0591717	0.002501125
0.063435171	0.003382414
0.068457452	0.004509247
0.074300812	0.005922907
0.08096948	0.007669972
0.08854734	0.009806426
0.0968794	0.012317793
0.105801272	0.015198314
0.115374885	0.018485975
0.125491085	0.022167553
0.135983122	0.026198415
0.146660562	0.030496024
0.157537113	0.035094953
0.168545461	0.039952804
0.179392307	0.04493095
0.190062311	0.050005819
0.200564563	0.055166445
0.210809321	0.060376521
0.220843164	0.065598549
0.230634031	0.070824048
0.24022082	0.076060887
0.249898357	0.081491619
0.259170736	0.086776347
0.268254396	0.092051827
0.277201832	0.097372021
0.286026051	0.102675904
0.294748882	0.108035038
0.303325555	0.11335029
0.311799522	0.118711252
0.320145925	0.124027311
0.328333348	0.129345361
0.336402809	0.134651134
0.344799339	0.140233759
0.352580754	0.145430796
0.36020647	0.150616478
0.367498658	0.155626595
0.374755572	0.160658151
0.381819103	0.165600325
0.388690953	0.170450091
0.39539661	0.175177025
0.401845835	0.179802185
0.408072051	0.184301216
0.414068901	0.188665908
0.41981914	0.192880356
0.425390766	0.196990215
0.430754487	0.200971713
0.435792323	0.204687867
0.44063295	0.20832531
0.44528064	0.211837277
0.449686134	0.215185355
0.453821181	0.218296451
0.457829169	0.221374275
0.461602689	0.224288039
0.46498946	0.226871038
0.468282722	0.229442264
0.471290531	0.231754604
0.474208849	0.2340568
0.47686234	0.236112662
0.479436081	0.238164659
0.481753132	0.239974014
0.483987649	0.241776535
0.486021463	0.243376943
0.487987527	0.244928273
0.489761209	0.246388166
