refl,tran
0.033354226875,0.012204704000606062
0.03318707618749999,0.013622050787878787
0.033442406875000004,0.012087347515151517
0.034084016875000005,0.019942910781818174
0.03458376125,0.015157710181818176
0.03462896750000004,0.01642998363636363
0.034706693749999976,0.017238991842424244
0.03483074875000001,0.01507961290909092
0.035118400625000004,0.010918643878787876
0.03550572500000001,0.012184272848484851
0.03569424375000001,0.012530313521212125
0.035708068750000016,0.012504970666666664
0.03565020625000002,0.012289572000000004
0.036018162500000006,0.011815310642424246
0.03632901874999999,0.011735082121212125
0.036536443749999994,0.011806510484848484
0.03685750625,0.012099428848484845
0.03731156249999999,0.01278121963636364
0.03747531250000003,0.01260821027878788
0.03732835624999999,0.011864251569696968
0.03756136250000001,0.01154863254545455
0.03784968750000002,0.011596554205454548
0.03803216250000001,0.011864090178787885
0.0382500125,0.012237155103030304
0.038545131249999996,0.012321481090909095
0.03880245000000001,0.012363586363636363
0.039011556249999996,0.012401533503030304
0.03908236875000003,0.012477144181818181
0.03917774375000001,0.013031812909090912
0.039405143749999975,0.01354825993939394
0.03961206875000001,0.013290543575757569
0.039704318749999995,0.013781784909090907
0.03975715624999998,0.013989815690909096
0.039764387500000005,0.014112034121212121
0.03965888749999998,0.01430941327272727
0.039651456250000015,0.014457645636363632
0.039748525000000014,0.014807162751515144
0.03984583125000002,0.015286004181818186
0.03988799999999999,0.01574535303030303
0.03994684375,0.016213124509090897
0.04001086250000001,0.016734530606060612
0.03997763124999999,0.01724744333333334
0.03997879375,0.017662763612121213
0.04012225625000002,0.018030086545454554
0.040284187499999985,0.01828095154545455
0.04040355,0.018413859575757564
0.04050511249999999,0.01887805860606062
0.04055550624999999,0.019288660969696975
0.04053976875,0.019590285151515154
0.04048596250000001,0.019943293393939392
0.04059255625000001,0.02008157206060607
0.04069531249999998,0.020304578242424237
0.040740018750000016,0.02057397454545454
0.040856775,0.020910975090909095
0.04092184375,0.021245688515151514
0.04093693124999999,0.02159401781818181
0.04094093125,0.021715688181818175
0.040955006250000016,0.02199176993939395
0.04103621875000001,0.022291103818181817
0.04110350625,0.022534335636363645
0.041118537499999996,0.022803615090909102
0.041147268750000014,0.023021820848484857
0.041159025,0.02323605206060606
0.041182224999999975,0.023513408909090903
0.04118466250000001,0.023749316363636364
0.041175668750000005,0.023954801878787894
0.04116757500000002,0.024150671575757572
0.04117212500000001,0.02433433303030303
0.041176718750000015,0.024553204000000012
0.041205612499999995,0.024801162000000015
0.041255793750000005,0.02501468254545455
0.04126403124999999,0.02516230624242427
0.041210125,0.025347529454545457
0.041121331250000004,0.02556242848484849
0.04105929999999998,0.025747537696969688
0.04105041874999999,0.0259699430909091
0.041057168750000005,0.026220791575757588
0.041084981249999986,0.026508528181818203
0.04113908750000001,0.02684982176969695
0.04115259375000001,0.02716759039393938
0.04111623750000001,0.02753482327272726
0.041099368750000025,0.027964680060606054
0.041160431250000004,0.028455864606060602
0.04124653749999998,0.029021201090909075
0.04135109375,0.029625878606060616
0.041476331250000005,0.030310725939393924
0.04161576875,0.031128449363636387
0.04177448125,0.03204158193939395
0.041974199999999975,0.03303179175757575
0.04221982499999999,0.03410791599999998
