year,month,day,hour,doy,wind_u
2019,6,24,16,175,2.3309135482066496
2019,6,24,17,175,2.3141850142473235
2019,6,24,18,175,2.354968255255307
2019,6,24,19,175,2.383583937114303
2019,6,24,20,175,2.415028148228327
2019,6,24,21,175,2.449799524655689
2019,6,24,22,175,2.478278243741209
2019,6,24,23,175,2.484326351952694
2019,6,25,0,176,2.488382205002357
2019,6,25,1,176,2.4875531796353245
2019,6,25,2,176,2.4789878558823406
2019,6,25,3,176,2.4743528677626574
2019,6,25,4,176,2.4695427656791145
2019,6,25,5,176,2.473752749537926
2019,6,25,6,176,2.4647422013931672
2019,6,25,7,176,2.450236355785579
2019,6,25,8,176,2.472383121803161
2019,6,25,9,176,2.491488093411472
2019,6,25,10,176,2.5177193258715036
2019,6,25,11,176,2.533629516797105
2019,6,25,12,176,2.566906129585245
2019,6,25,13,176,2.6153917144197396
2019,6,25,14,176,2.659995797144624
2019,6,25,15,176,2.6722423292577053
2019,6,25,16,176,2.604988647825986
2019,6,25,17,176,2.4873029078264093
2019,6,25,18,176,2.5154245317699404
2019,6,25,19,176,2.522712172156983
2019,6,25,20,176,2.516085310387381
2019,6,25,21,176,2.4984785360254276
2019,6,25,22,176,2.479421634917
2019,6,25,23,176,2.4616168558769567
2019,6,26,0,177,2.449860566560303
2019,6,26,1,177,2.449559935180081
2019,6,26,2,177,2.460232730689846
2019,6,26,3,177,2.4632523974086946
2019,6,26,4,177,2.4552772725709424
2019,6,26,5,177,2.4368834391513787
2019,6,26,6,177,2.4093928358967904
2019,6,26,7,177,2.439416296680935
2019,6,26,8,177,2.4729687425755467
2019,6,26,9,177,2.5043316916540537
2019,6,26,10,177,2.5374675265496784
2019,6,26,11,177,2.545170251888093
2019,6,26,12,177,2.554984264102327
2019,6,26,13,177,2.5490654884262414
2019,6,26,14,177,2.539568512604094
2019,6,26,15,177,2.5142906783917445
2019,6,26,16,177,2.494482580344667
2019,6,26,17,177,2.4493729943472022
2019,6,26,18,177,2.3418900271918672
2019,6,26,19,177,2.346820687037021
2019,6,26,20,177,2.351930657476978
2019,6,26,21,177,2.3535719216872732
2019,6,26,22,177,2.3544745788517454
2019,6,26,23,177,2.361028571847715
2019,6,27,0,178,2.3727654040572737
2019,6,27,1,178,2.3758804487520804
2019,6,27,2,178,2.371993223963913
2019,6,27,3,178,2.3653362227539083
2019,6,27,4,178,2.3584770202348713
2019,6,27,5,178,2.339969114756061
2019,6,27,6,178,2.301644336456386
2019,6,27,7,178,2.289255118891271
2019,6,27,8,178,2.277462967455656
2019,6,27,9,178,2.2656982848771174
2019,6,27,10,178,2.272458675813061
2019,6,27,11,178,2.302691205120507
2019,6,27,12,178,2.310971920993231
2019,6,27,13,178,2.278960401678206
2019,6,27,14,178,2.2597146521773803
2019,6,27,15,178,2.236052520877769
2019,6,27,16,178,2.185079478430275
2019,6,27,17,178,2.147395640129041
2019,6,27,18,178,2.1524510543667494
2019,6,27,19,178,2.1440406244467223
2019,6,27,20,178,2.117002875821985
2019,6,27,21,178,2.102001064739412
2019,6,27,22,178,2.069891496865101
2019,6,27,23,178,2.0452534581154818
2019,6,28,0,179,2.0610835315412785
2019,6,28,1,179,2.1075818208687007
2019,6,28,2,179,2.1158171368248677
2019,6,28,3,179,2.1182691138308103
2019,6,28,4,179,2.11773270809402
2019,6,28,5,179,2.126020672692916
2019,6,28,6,179,2.1256200851938902
2019,6,28,7,179,2.0845346867580696
2019,6,28,8,179,2.030650326972416
